timestamp,open,high,low,close,spread
2026-08-27T08:31:00Z,4508.37,4509.03,4507.98,4508.70,0.25
2026-08-27T08:32:00Z,4508.70,4509.39,4508.31,4509.04,0.25
2026-08-27T08:33:00Z,4509.04,4509.75,4508.65,4509.38,0.25
2026-08-27T08:34:00Z,4509.38,4510.10,4508.99,4509.71,0.25
2026-08-27T08:35:00Z,4509.71,4510.41,4509.32,4510.00,0.25
2026-08-27T08:36:00Z,4510.00,4510.66,4509.61,4510.23,0.25
2026-08-27T08:37:00Z,4510.23,4510.84,4509.84,4510.40,0.25
2026-08-27T08:38:00Z,4510.40,4510.96,4510.01,4510.49,0.25
2026-08-27T08:39:00Z,4510.49,4511.00,4510.10,4510.50,0.25
2026-08-27T08:40:00Z,4510.50,4510.97,4510.11,4510.44,0.25
2026-08-27T08:41:00Z,4510.44,4510.88,4510.05,4510.30,0.25
2026-08-27T08:42:00Z,4510.30,4510.73,4509.91,4510.10,0.25
2026-08-27T08:43:00Z,4510.10,4510.53,4509.71,4509.86,0.25
2026-08-27T08:44:00Z,4509.86,4510.30,4509.47,4509.60,0.25
2026-08-27T08:45:00Z,4509.60,4510.06,4509.21,4509.34,0.25
2026-08-27T08:46:00Z,4509.34,4509.82,4508.95,4509.09,0.25
2026-08-27T08:47:00Z,4509.09,4509.59,4508.70,4508.88,0.25
2026-08-27T08:48:00Z,4508.88,4509.39,4508.49,4508.72,0.25
2026-08-27T08:49:00Z,4508.72,4509.23,4508.33,4508.63,0.25
2026-08-27T08:50:00Z,4508.63,4509.14,4508.24,4508.61,0.25
2026-08-27T08:51:00Z,4508.61,4509.12,4508.22,4508.66,0.25
2026-08-27T08:52:00Z,4508.66,4509.18,4508.27,4508.79,0.25
2026-08-27T08:53:00Z,4508.79,4509.34,4508.40,4508.99,0.25
2026-08-27T08:54:00Z,4508.99,4509.58,4508.60,4509.25,0.25
2026-08-27T08:55:00Z,4509.25,4509.88,4508.86,4509.55,0.25
2026-08-27T08:56:00Z,4509.55,4510.21,4509.16,4509.88,0.25
2026-08-27T08:57:00Z,4509.88,4510.57,4509.49,4510.22,0.25
2026-08-27T08:58:00Z,4510.22,4510.93,4509.83,4510.56,0.25
2026-08-27T08:59:00Z,4510.56,4511.28,4510.17,4510.89,0.25
2026-08-27T09:00:00Z,4510.89,4511.59,4510.50,4511.18,0.25
2026-08-27T09:01:00Z,4511.18,4511.84,4510.79,4511.41,0.25
2026-08-27T09:02:00Z,4511.41,4512.02,4511.02,4511.58,0.25
2026-08-27T09:03:00Z,4511.58,4512.14,4511.19,4511.67,0.25
2026-08-27T09:04:00Z,4511.67,4512.18,4511.28,4511.68,0.25
2026-08-27T09:05:00Z,4511.68,4512.15,4511.29,4511.62,0.25
2026-08-27T09:06:00Z,4511.62,4512.06,4511.23,4511.48,0.25
2026-08-27T09:07:00Z,4511.48,4511.91,4511.09,4511.28,0.25
2026-08-27T09:08:00Z,4511.28,4511.71,4510.89,4511.04,0.25
2026-08-27T09:09:00Z,4511.04,4511.48,4510.65,4510.78,0.25
2026-08-27T09:10:00Z,4510.78,4511.24,4510.39,4510.52,0.25
2026-08-27T09:11:00Z,4510.52,4511.00,4510.13,4510.27,0.25
2026-08-27T09:12:00Z,4510.27,4510.77,4509.88,4510.06,0.25
2026-08-27T09:13:00Z,4510.06,4510.57,4509.67,4509.90,0.25
2026-08-27T09:14:00Z,4509.90,4510.41,4509.51,4509.81,0.25
2026-08-27T09:15:00Z,4509.81,4510.32,4509.42,4509.79,0.25
2026-08-27T09:16:00Z,4509.79,4510.30,4509.40,4509.84,0.25
2026-08-27T09:17:00Z,4509.84,4510.36,4509.45,4509.97,0.25
2026-08-27T09:18:00Z,4509.97,4510.52,4509.58,4510.17,0.25
2026-08-27T09:19:00Z,4510.17,4510.76,4509.78,4510.43,0.25
2026-08-27T09:20:00Z,4510.43,4511.06,4510.04,4510.73,0.25
2026-08-27T09:21:00Z,4510.73,4511.39,4510.34,4511.06,0.25
2026-08-27T09:22:00Z,4511.06,4511.75,4510.67,4511.40,0.25
2026-08-27T09:23:00Z,4511.40,4512.11,4511.01,4511.74,0.25
2026-08-27T09:24:00Z,4511.74,4512.46,4511.35,4512.07,0.25
2026-08-27T09:25:00Z,4512.07,4512.77,4511.68,4512.36,0.25
2026-08-27T09:26:00Z,4512.36,4513.02,4511.97,4512.59,0.25
2026-08-27T09:27:00Z,4512.59,4513.20,4512.20,4512.76,0.25
2026-08-27T09:28:00Z,4512.76,4513.32,4512.37,4512.85,0.25
2026-08-27T09:29:00Z,4512.85,4513.36,4512.46,4512.86,0.25
2026-08-27T09:30:00Z,4512.86,4513.33,4512.47,4512.80,0.25
2026-08-27T09:31:00Z,4512.80,4513.24,4512.41,4512.66,0.25
2026-08-27T09:32:00Z,4512.66,4513.09,4512.27,4512.46,0.25
2026-08-27T09:33:00Z,4512.46,4512.89,4512.07,4512.22,0.25
2026-08-27T09:34:00Z,4512.22,4512.66,4511.83,4511.96,0.25
2026-08-27T09:35:00Z,4511.96,4512.42,4511.57,4511.70,0.25
2026-08-27T09:36:00Z,4511.70,4512.18,4511.31,4511.45,0.25
2026-08-27T09:37:00Z,4511.45,4511.95,4511.06,4511.24,0.25
2026-08-27T09:38:00Z,4511.24,4511.75,4510.85,4511.08,0.25
2026-08-27T09:39:00Z,4511.08,4511.59,4510.69,4510.99,0.25
2026-08-27T09:40:00Z,4510.99,4511.50,4510.60,4510.97,0.25
2026-08-27T09:41:00Z,4510.97,4511.48,4510.58,4511.02,0.25
2026-08-27T09:42:00Z,4511.02,4511.54,4510.63,4511.15,0.25
2026-08-27T09:43:00Z,4511.15,4511.70,4510.76,4511.35,0.25
2026-08-27T09:44:00Z,4511.35,4511.94,4510.96,4511.61,0.25
2026-08-27T09:45:00Z,4511.61,4512.24,4511.22,4511.91,0.25
2026-08-27T09:46:00Z,4511.91,4512.57,4511.52,4512.24,0.25
2026-08-27T09:47:00Z,4512.24,4512.93,4511.85,4512.58,0.25
2026-08-27T09:48:00Z,4512.58,4513.29,4512.19,4512.92,0.25
2026-08-27T09:49:00Z,4512.92,4513.64,4512.53,4513.25,0.25
2026-08-27T09:50:00Z,4513.25,4513.95,4512.86,4513.54,0.25
2026-08-27T09:51:00Z,4513.54,4514.20,4513.15,4513.77,0.25
2026-08-27T09:52:00Z,4513.77,4514.38,4513.38,4513.94,0.25
2026-08-27T09:53:00Z,4513.94,4514.50,4513.55,4514.03,0.25
2026-08-27T09:54:00Z,4514.03,4514.54,4513.64,4514.04,0.25
2026-08-27T09:55:00Z,4514.04,4514.51,4513.65,4513.98,0.25
2026-08-27T09:56:00Z,4513.98,4514.42,4513.59,4513.84,0.25
2026-08-27T09:57:00Z,4513.84,4514.27,4513.45,4513.64,0.25
2026-08-27T09:58:00Z,4513.64,4514.07,4513.25,4513.40,0.25
2026-08-27T09:59:00Z,4513.40,4513.84,4513.01,4513.14,0.25
2026-08-27T10:00:00Z,4513.14,4513.60,4512.75,4512.88,0.25
2026-08-27T10:01:00Z,4512.88,4513.36,4512.49,4512.63,0.25
2026-08-27T10:02:00Z,4512.63,4513.13,4512.24,4512.42,0.25
2026-08-27T10:03:00Z,4512.42,4512.93,4512.03,4512.26,0.25
2026-08-27T10:04:00Z,4512.26,4512.77,4511.87,4512.17,0.25
2026-08-27T10:05:00Z,4512.17,4512.68,4511.78,4512.15,0.25
2026-08-27T10:06:00Z,4512.15,4512.66,4511.76,4512.20,0.25
2026-08-27T10:07:00Z,4512.20,4512.72,4511.81,4512.33,0.25
2026-08-27T10:08:00Z,4512.33,4512.88,4511.94,4512.53,0.25
2026-08-27T10:09:00Z,4512.53,4513.12,4512.14,4512.79,0.25
2026-08-27T10:10:00Z,4512.79,4513.42,4512.40,4513.09,0.25
2026-08-27T10:11:00Z,4513.09,4513.75,4512.70,4513.42,0.25
2026-08-27T10:12:00Z,4513.42,4514.11,4513.03,4513.76,0.25
2026-08-27T10:13:00Z,4513.76,4514.47,4513.37,4514.10,0.25
2026-08-27T10:14:00Z,4514.10,4514.82,4513.71,4514.43,0.25
2026-08-27T10:15:00Z,4514.43,4515.13,4514.04,4514.72,0.25
2026-08-27T10:16:00Z,4514.72,4515.38,4514.33,4514.95,0.25
2026-08-27T10:17:00Z,4514.95,4515.56,4514.56,4515.12,0.25
2026-08-27T10:18:00Z,4515.12,4515.68,4514.73,4515.21,0.25
2026-08-27T10:19:00Z,4515.21,4515.72,4514.82,4515.22,0.25
2026-08-27T10:20:00Z,4515.22,4515.69,4514.83,4515.16,0.25
2026-08-27T10:21:00Z,4515.16,4515.60,4514.77,4515.02,0.25
2026-08-27T10:22:00Z,4515.02,4515.45,4514.63,4514.82,0.25
2026-08-27T10:23:00Z,4514.82,4515.25,4514.43,4514.58,0.25
2026-08-27T10:24:00Z,4514.58,4515.02,4514.19,4514.32,0.25
2026-08-27T10:25:00Z,4514.32,4514.78,4513.93,4514.06,0.25
2026-08-27T10:26:00Z,4514.06,4514.54,4513.67,4513.81,0.25
2026-08-27T10:27:00Z,4513.81,4514.31,4513.42,4513.60,0.25
2026-08-27T10:28:00Z,4513.60,4514.11,4513.21,4513.44,0.25
2026-08-27T10:29:00Z,4513.44,4513.95,4513.05,4513.35,0.25
2026-08-27T10:30:00Z,4513.35,4513.86,4512.96,4513.33,0.25
2026-08-27T10:31:00Z,4513.33,4513.84,4512.94,4513.38,0.25
2026-08-27T10:32:00Z,4513.38,4513.90,4512.99,4513.51,0.25
2026-08-27T10:33:00Z,4513.51,4514.06,4513.12,4513.71,0.25
2026-08-27T10:34:00Z,4513.71,4514.30,4513.32,4513.97,0.25
2026-08-27T10:35:00Z,4513.97,4514.60,4513.58,4514.27,0.25
2026-08-27T10:36:00Z,4514.27,4514.93,4513.88,4514.60,0.25
2026-08-27T10:37:00Z,4514.60,4515.29,4514.21,4514.94,0.25
2026-08-27T10:38:00Z,4514.94,4515.65,4514.55,4515.28,0.25
2026-08-27T10:39:00Z,4515.28,4516.00,4514.89,4515.61,0.25
2026-08-27T10:40:00Z,4515.61,4516.31,4515.22,4515.90,0.25
2026-08-27T10:41:00Z,4515.90,4516.56,4515.51,4516.13,0.25
2026-08-27T10:42:00Z,4516.13,4516.74,4515.74,4516.30,0.25
2026-08-27T10:43:00Z,4516.30,4516.86,4515.91,4516.39,0.25
2026-08-27T10:44:00Z,4516.39,4516.90,4516.00,4516.40,0.25
2026-08-27T10:45:00Z,4516.40,4516.87,4516.01,4516.34,0.25
2026-08-27T10:46:00Z,4516.34,4516.78,4515.95,4516.20,0.25
2026-08-27T10:47:00Z,4516.20,4516.63,4515.81,4516.00,0.25
2026-08-27T10:48:00Z,4516.00,4516.43,4515.61,4515.76,0.25
2026-08-27T10:49:00Z,4515.76,4516.20,4515.37,4515.50,0.25
2026-08-27T10:50:00Z,4515.50,4515.96,4515.11,4515.24,0.25
2026-08-27T10:51:00Z,4515.24,4515.72,4514.85,4514.99,0.25
2026-08-27T10:52:00Z,4514.99,4515.49,4514.60,4514.78,0.25
2026-08-27T10:53:00Z,4514.78,4515.29,4514.39,4514.62,0.25
2026-08-27T10:54:00Z,4514.62,4515.13,4514.23,4514.53,0.25
2026-08-27T10:55:00Z,4514.53,4515.04,4514.14,4514.51,0.25
2026-08-27T10:56:00Z,4514.51,4515.02,4514.12,4514.56,0.25
2026-08-27T10:57:00Z,4514.56,4515.08,4514.17,4514.69,0.25
2026-08-27T10:58:00Z,4514.69,4515.24,4514.30,4514.89,0.25
2026-08-27T10:59:00Z,4514.89,4515.48,4514.50,4515.15,0.25
2026-08-27T11:00:00Z,4515.15,4515.78,4514.76,4515.45,0.25
2026-08-27T11:01:00Z,4515.45,4516.11,4515.06,4515.78,0.25
2026-08-27T11:02:00Z,4515.78,4516.47,4515.39,4516.12,0.25
2026-08-27T11:03:00Z,4516.12,4516.83,4515.73,4516.46,0.25
2026-08-27T11:04:00Z,4516.46,4517.18,4516.07,4516.79,0.25
2026-08-27T11:05:00Z,4516.79,4517.49,4516.40,4517.08,0.25
2026-08-27T11:06:00Z,4517.08,4517.74,4516.69,4517.31,0.25
2026-08-27T11:07:00Z,4517.31,4517.92,4516.92,4517.48,0.25
2026-08-27T11:08:00Z,4517.48,4518.04,4517.09,4517.57,0.25
2026-08-27T11:09:00Z,4517.57,4518.08,4517.18,4517.58,0.25
2026-08-27T11:10:00Z,4517.58,4518.05,4517.19,4517.52,0.25
2026-08-27T11:11:00Z,4517.52,4517.96,4517.13,4517.38,0.25
2026-08-27T11:12:00Z,4517.38,4517.81,4516.99,4517.18,0.25
2026-08-27T11:13:00Z,4517.18,4517.61,4516.79,4516.94,0.25
2026-08-27T11:14:00Z,4516.94,4517.38,4516.55,4516.68,0.25
2026-08-27T11:15:00Z,4516.68,4517.14,4516.29,4516.42,0.25
2026-08-27T11:16:00Z,4516.42,4516.90,4516.03,4516.17,0.25
2026-08-27T11:17:00Z,4516.17,4516.67,4515.78,4515.96,0.25
2026-08-27T11:18:00Z,4515.96,4516.47,4515.57,4515.80,0.25
2026-08-27T11:19:00Z,4515.80,4516.31,4515.41,4515.71,0.25
2026-08-27T11:20:00Z,4515.71,4516.22,4515.32,4515.69,0.25
2026-08-27T11:21:00Z,4515.69,4516.20,4515.30,4515.74,0.25
2026-08-27T11:22:00Z,4515.74,4516.26,4515.35,4515.87,0.25
2026-08-27T11:23:00Z,4515.87,4516.42,4515.48,4516.07,0.25
2026-08-27T11:24:00Z,4516.07,4516.66,4515.68,4516.33,0.25
2026-08-27T11:25:00Z,4516.33,4516.96,4515.94,4516.63,0.25
2026-08-27T11:26:00Z,4516.63,4517.29,4516.24,4516.96,0.25
2026-08-27T11:27:00Z,4516.96,4517.65,4516.57,4517.30,0.25
2026-08-27T11:28:00Z,4517.30,4518.01,4516.91,4517.64,0.25
2026-08-27T11:29:00Z,4517.64,4518.36,4517.25,4517.97,0.25
2026-08-27T11:30:00Z,4517.97,4518.67,4517.58,4518.26,0.25
2026-08-27T11:31:00Z,4518.26,4518.92,4517.87,4518.49,0.25
2026-08-27T11:32:00Z,4518.49,4519.10,4518.10,4518.66,0.25
2026-08-27T11:33:00Z,4518.66,4519.22,4518.27,4518.75,0.25
2026-08-27T11:34:00Z,4518.75,4519.26,4518.36,4518.76,0.25
2026-08-27T11:35:00Z,4518.76,4519.23,4518.37,4518.70,0.25
2026-08-27T11:36:00Z,4518.70,4519.14,4518.31,4518.56,0.25
2026-08-27T11:37:00Z,4518.56,4518.99,4518.17,4518.36,0.25
2026-08-27T11:38:00Z,4518.36,4518.79,4517.97,4518.12,0.25
2026-08-27T11:39:00Z,4518.12,4518.56,4517.73,4517.86,0.25
2026-08-27T11:40:00Z,4517.86,4518.32,4517.47,4517.60,0.25
2026-08-27T11:41:00Z,4517.60,4518.08,4517.21,4517.35,0.25
2026-08-27T11:42:00Z,4517.35,4517.85,4516.96,4517.14,0.25
2026-08-27T11:43:00Z,4517.14,4517.65,4516.75,4516.98,0.25
2026-08-27T11:44:00Z,4516.98,4517.49,4516.59,4516.89,0.25
2026-08-27T11:45:00Z,4516.89,4517.40,4516.50,4516.87,0.25
2026-08-27T11:46:00Z,4516.87,4517.38,4516.48,4516.92,0.25
2026-08-27T11:47:00Z,4516.92,4517.44,4516.53,4517.05,0.25
2026-08-27T11:48:00Z,4517.05,4517.60,4516.66,4517.25,0.25
2026-08-27T11:49:00Z,4517.25,4517.84,4516.86,4517.51,0.25
2026-08-27T11:50:00Z,4517.51,4518.14,4517.12,4517.81,0.25
2026-08-27T11:51:00Z,4517.81,4518.47,4517.42,4518.14,0.25
2026-08-27T11:52:00Z,4518.14,4518.83,4517.75,4518.48,0.25
2026-08-27T11:53:00Z,4518.48,4519.19,4518.09,4518.82,0.25
2026-08-27T11:54:00Z,4518.82,4519.54,4518.43,4519.15,0.25
2026-08-27T11:55:00Z,4519.15,4519.85,4518.76,4519.44,0.25
2026-08-27T11:56:00Z,4519.44,4520.10,4519.05,4519.67,0.25
2026-08-27T11:57:00Z,4519.67,4520.28,4519.28,4519.84,0.25
